gene_family,study_id,paper_short,organism,n_unique_source_proteins,source_protein_keys,mapped_wp_accessions,representative_protein_names,evidence_metric_examples,mapping_methods,candidate_set,product,module_bin,fox_status,best_rank,consensus_rank_pct_mean,diazotroph_pct_mean,n_member_genomes,n_member_proteins,nif_or_nitrogenase_audit
GF_00085,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_3816,WP_024750131.1,Adenylosuccinate lyase,Two-way ANOVA p value nitrate=8.22004650349254e-10; Two-way ANOVA p value lightordark=0.189190780196021; Two-way ANOVA p value Interaction=0.155019062846054; D-_avgLFQ=28.0175890922546; D+_avgLFQ=25.1899924278259; L-_avgLFQ=27.5773272514343; L+_avgLFQ=25.208996295929; D-_D+(logFC)=2.8275966644287003; L-_L+(logFC)=2.3683309555053,old_locus_tag,Model-Supported,adenylosuccinate lyase,Other / unassigned,Novel/uncertain candidate,77.0,0.6319776714513556,0.3086419753086419,81,81,False
GF_00085,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_5025,WP_013324952.1,ref|YP_003890189.1| adenylosuccinate lyase [Cyanothece sp. PCC 7822],CT_D0=1.13392436453267; CT_D3=0.934635943; CT_L0=1.44094329260526; CT_L3=1.61009192741561,old_locus_tag,Model-Supported,adenylosuccinate lyase,Other / unassigned,Novel/uncertain candidate,77.0,0.6319776714513556,0.3086419753086419,81,81,False
GF_00086,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F6608,WP_012412799.1,CumB; Cytosine deaminase.,Log2 Ratio (Heterocyst/Filaments)=-2.908853566355469; Variability [%]=25.1558435539609; Peptide Pair Count=3;2 | Log2 Ratio (Heterocyst/Filaments)=-2.908853566355469; Variability [%]=25.1558435539609; Peptide Pair Count=3;2,old_locus_tag,Highly Pure,nucleoside deaminase,Other / unassigned,Novel/uncertain candidate,,,0.9545454545454546,66,66,False
GF_00086,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_4930,WP_013324859.1,ref|YP_003890096.1| CMP/dCMP deaminase zinc-binding protein [Cyanothece sp. PCC 7822],CT_D0=1.22946191653267; CT_D3=1.288124048; CT_L0=1.50298700360526; CT_L3=1.09902255941561,old_locus_tag,Highly Pure,nucleoside deaminase,Other / unassigned,Novel/uncertain candidate,,,0.9545454545454546,66,66,False
GF_00087,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_2989,WP_011612500.1,Tery_2989 rpsK SSU ribosomal protein S11P [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=53.3; max=63.41@22h; min=44.71@14h; dynamic_range=18.7,old_locus_tag,Model-Supported,30S ribosomal protein S11,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),562.0,0.0474481658692185,0.2635294117647059,425,425,False
GF_00087,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_5041,WP_013324966.1,ref|YP_003890203.1| 30S ribosomal protein S11 [Cyanothece sp. PCC 7822],CT_D0=1.29418028553267; CT_D3=1.231727495; CT_L0=1.28399810360526; CT_L3=1.30968964241561,old_locus_tag,Model-Supported,30S ribosomal protein S11,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),562.0,0.0474481658692185,0.2635294117647059,425,425,False
GF_00088,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_1576,WP_044137249.1,Tery_1576 ndhE NADH dehydrogenase subunit K (EC 1.6.5.3) [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=1.728; max=6.061@18h; min=0@0h; dynamic_range=6.061,old_locus_tag,Model-Supported,NADH-quinone oxidoreductase subunit NuoK,Other / unassigned,Novel/uncertain candidate,508.0,0.1164274322169059,0.4059040590405904,271,271,False
GF_00088,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_2221,WP_198019428.1,NAD(P)H-quinone oxidoreductase subunit 4L,Two-way ANOVA p value nitrate=0.591679089920668; Two-way ANOVA p value lightordark=0.643896873616072; Two-way ANOVA p value Interaction=0.214780343675163; D-_avgLFQ=22.2919268608093; D+_avgLFQ=22.9567022323608; L-_avgLFQ=22.929217338562; L+_avgLFQ=22.6581811904907; D-_D+(logFC)=-0.6647753715514995; L-_L+(logFC)=0.2710361480712997,old_locus_tag,Model-Supported,NADH-quinone oxidoreductase subunit NuoK,Other / unassigned,Novel/uncertain candidate,508.0,0.1164274322169059,0.4059040590405904,271,271,False
GF_00093,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_2023,WP_063823337.1,"Tery_2023 transcriptional regulator, Crp/Fnr family [Trichodesmium erythraeum IMS101: NC_008312]",mean_relative_abundance=21.01; max=25.99@22h; min=15.62@0h; dynamic_range=10.37,old_locus_tag,Model-Supported,global nitrogen regulator NtcA,Regulation,Novel/uncertain candidate,280.0,0.2994417862838915,0.4393305439330544,239,239,False
GF_00093,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_0461,WP_008277872.1,Nitrogen-responsive regulatory protein,Two-way ANOVA p value nitrate=0.0153580086451976; Two-way ANOVA p value lightordark=0.150003557433958; Two-way ANOVA p value Interaction=0.349968084544238; D-_avgLFQ=25.6585564613342; D+_avgLFQ=25.8724145889282; L-_avgLFQ=25.3685021400452; L+_avgLFQ=25.807092666626; D-_D+(logFC)=-0.21385812759400125; L-_L+(logFC)=-0.4385905265807999,old_locus_tag,Model-Supported,global nitrogen regulator NtcA,Regulation,Novel/uncertain candidate,280.0,0.2994417862838915,0.4393305439330544,239,239,False
GF_00093,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F5511,WP_010998529.1,"NtcA; Cyclic nucleotide-binding domain:Ba, NtcA",Log2 Ratio (Heterocyst/Filaments)=3.0865273659415116; Variability [%]=36.6013823646367; Peptide Pair Count=1;1 | 24h Log2 Ratio (Het/Fil) (Present study)=3.08652736594151; Variability [%]=36.6013823646367; Peptide Pair Count=1;1; Steady state Log2 ratio [7]=0.607988037126927,old_locus_tag,Model-Supported,global nitrogen regulator NtcA,Regulation,Novel/uncertain candidate,280.0,0.2994417862838915,0.4393305439330544,239,239,False
GF_00093,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_4385,WP_013324362.1,ref|YP_003889574.1| Crp/Fnr family transcriptional regulator [Cyanothece sp. PCC 7822],CT_D0=1.29571502853267; CT_D3=1.281232983; CT_L0=1.23279397860526; CT_L3=1.30985353841561,old_locus_tag,Model-Supported,global nitrogen regulator NtcA,Regulation,Novel/uncertain candidate,280.0,0.2994417862838915,0.4393305439330544,239,239,False
GF_00094,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_0948,WP_011610727.1,"Tery_0948 sedoheptulose 1,7-bisphosphatase (EC 3.1.3.37)/D-fructose 1,6-bisphosphatase (EC 3.1.3.11) [Trichodesmium erythraeum IMS101: NC_008312]",mean_relative_abundance=296.5; max=334.1@4h; min=263@22h; dynamic_range=71.14,old_locus_tag,Model-Supported,class II fructose-bisphosphatase,Other / unassigned,Novel/uncertain candidate,133.0,0.5538277511961722,0.4622641509433962,212,212,False
GF_00094,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_3974,WP_009543933.1,"D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase",Two-way ANOVA p value nitrate=2.28537606578537e-08; Two-way ANOVA p value lightordark=0.89748403127756; Two-way ANOVA p value Interaction=0.0754034455102131; D-_avgLFQ=30.9739651679993; D+_avgLFQ=32.1222553253174; L-_avgLFQ=30.7825145721436; L+_avgLFQ=32.3414716720581; D-_D+(logFC)=-1.1482901573180975; L-_L+(logFC)=-1.5589570999144975,old_locus_tag,Model-Supported,class II fructose-bisphosphatase,Other / unassigned,Novel/uncertain candidate,133.0,0.5538277511961722,0.4622641509433962,212,212,False
GF_00094,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,1,Npun_F3917,WP_012410269.1,"glpX; GlpX, growth on glycerol",Log2 Ratio (Heterocyst/Filaments)=-5.36317262871658; Variability [%]=56.4681718855774; Peptide Pair Count=2;4,old_locus_tag,Model-Supported,class II fructose-bisphosphatase,Other / unassigned,Novel/uncertain candidate,133.0,0.5538277511961722,0.4622641509433962,212,212,False
GF_00099,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F2932,WP_012409454.1,lpxB; Glycosyl transferase; family 19,Log2 Ratio (Heterocyst/Filaments)=0.6777302804012671; Variability [%]=16.728725467841; Peptide Pair Count=1;1 | 24h Log2 Ratio (Het/Fil) (Present study)=0.6777302804012671; Variability [%]=16.728725467841; Peptide Pair Count=1;1; Steady state Log2 ratio [7]=1.57195193977605,old_locus_tag,Highly Pure,lipid-A-disaccharide synthase,Other / unassigned,Novel/uncertain candidate,,,1.0,40,40,False
GF_00102,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R5420,WP_012411674.1,"hisS Histidyl-tRNA synthetase, class Iia, P",Log2 Ratio (Heterocyst/Filaments)=0.1892982717106745; Variability [%]=30.4496950259462; Peptide Pair Count=2;1 | Log2 Ratio (Heterocyst/Filaments)=0.1892982717106745; Variability [%]=30.4496950259462; Peptide Pair Count=2;1,old_locus_tag,Highly Pure,histidine--tRNA ligase,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),,,0.9782608695652174,46,46,False
GF_00104,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_4011,WP_011613361.1,Tery_4011 three-step phytoene desaturase (EC 1.3.99.28)/zeta-carotene desaturase (EC 1.3.99.26) [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=15.88; max=20.71@9h; min=9.955@1h; dynamic_range=10.76,old_locus_tag,Model-Supported,15-cis-phytoene desaturase,Other / unassigned,Novel/uncertain candidate,142.0,0.6008771929824561,0.3486238532110092,109,109,False
GF_00104,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_1223,WP_013321334.1,ref|YP_003886502.1| phytoene desaturase [Cyanothece sp. PCC 7822],CT_D0=1.21648607953267; CT_D3=1.135532376; CT_L0=1.23326993660526; CT_L3=1.53430713541561,old_locus_tag,Model-Supported,15-cis-phytoene desaturase,Other / unassigned,Novel/uncertain candidate,142.0,0.6008771929824561,0.3486238532110092,109,109,False
GF_00105,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_1762,WP_009545577.1,NAD(P)H-quinone oxidoreductase subunit J,Two-way ANOVA p value nitrate=3.88980896434362e-06; Two-way ANOVA p value lightordark=0.000153787385369042; Two-way ANOVA p value Interaction=0.70124275826884; D-_avgLFQ=28.263943195343; D+_avgLFQ=28.7815856933594; L-_avgLFQ=28.6238961219788; L+_avgLFQ=29.0929131507874; D-_D+(logFC)=-0.5176424980164; L-_L+(logFC)=-0.46901702880860086,old_locus_tag,,,,,,,,,,
GF_00107,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_3347,WP_009545480.1,30S ribosomal protein S18,Two-way ANOVA p value nitrate=3.9910894882666e-06; Two-way ANOVA p value lightordark=0.86293365693399; Two-way ANOVA p value Interaction=0.381169481704407; D-_avgLFQ=28.6489481925964; D+_avgLFQ=29.2918691635132; L-_avgLFQ=28.582070350647; L+_avgLFQ=29.3909435272217; D-_D+(logFC)=-0.6429209709168013; L-_L+(logFC)=-0.8088731765746999,old_locus_tag,,,,,,,,,,
GF_00107,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_2229,WP_013322313.1,ref|YP_003887483.1| 30S ribosomal protein S18 [Cyanothece sp. PCC 7822],CT_D0=1.08597739053267; CT_D3=1.142838749; CT_L0=1.42292138760526; CT_L3=1.46785799941561,old_locus_tag,,,,,,,,,,
GF_00108,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_0225,WP_009546722.1,50S ribosomal protein L1,Two-way ANOVA p value nitrate=3.14528466960888e-08; Two-way ANOVA p value lightordark=0.0129857291268415; Two-way ANOVA p value Interaction=0.594045355109226; D-_avgLFQ=29.3308920860291; D+_avgLFQ=30.3004994392395; L-_avgLFQ=29.5233249664307; L+_avgLFQ=30.581983089447; D-_D+(logFC)=-0.9696073532103995; L-_L+(logFC)=-1.0586581230163006,old_locus_tag,,,,,,,,,,
GF_00108,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_2720,WP_013322792.1,ref|YP_003887962.1| 50S ribosomal protein L1 [Cyanothece sp. PCC 7822],CT_D0=1.14456969953267; CT_D3=1.129824118; CT_L0=1.26187725360526; CT_L3=1.58332445541561,old_locus_tag,,,,,,,,,,
GF_00109,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_0920,WP_009546150.1,Phycobiliprotein ApcE,Two-way ANOVA p value nitrate=4.92328342840704e-07; Two-way ANOVA p value lightordark=0.0303718986221171; Two-way ANOVA p value Interaction=0.0922470850266581; D-_avgLFQ=30.8931317329407; D+_avgLFQ=31.8403534889221; L-_avgLFQ=31.2447805404663; L+_avgLFQ=31.8916072845459; D-_D+(logFC)=-0.9472217559814027; L-_L+(logFC)=-0.646826744079597,old_locus_tag,,,,,,,,,,
GF_00109,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_5518,WP_013325429.1,ref|YP_003890666.1| phycobilisome linker polypeptide [Cyanothece sp. PCC 7822],CT_D0=1.25914187453267; CT_D3=1.16425114; CT_L0=1.34371474460526; CT_L3=1.35248776741561,old_locus_tag,,,,,,,,,,
GF_00111,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_1614,WP_009544417.1,Branched-chain-amino-acid aminotransferase,Two-way ANOVA p value nitrate=8.61871636596729e-07; Two-way ANOVA p value lightordark=0.0170165720103299; Two-way ANOVA p value Interaction=0.482515274445492; D-_avgLFQ=28.4619517326355; D+_avgLFQ=28.1041464805603; L-_avgLFQ=28.3361873626709; L+_avgLFQ=28.0305690765381; D-_D+(logFC)=0.3578052520752024; L-_L+(logFC)=0.3056182861327983,old_locus_tag,,,,,,,,,,
GF_00111,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_1191,WP_013321304.1,ref|YP_003886472.1| branched-chain amino acid aminotransferase [Cyanothece sp. PCC 7822],CT_D0=1.52919228153267; CT_D3=1.152025731; CT_L0=1.32266627660526; CT_L3=1.11571123841561,old_locus_tag,,,,,,,,,,
GF_00112,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,1,Npun_F3509,WP_012409889.1,GloA; Glyoxalase I,Log2 Ratio (Heterocyst/Filaments)=-2.6554939364575136; Variability [%]=18.9548889531685; Peptide Pair Count=2;2,old_locus_tag,Model-Supported,lactoylglutathione lyase,Other / unassigned,Novel/uncertain candidate,145.0,0.527511961722488,0.4769230769230769,130,130,False
GF_00113,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_4716,WP_009543242.1,Circadian clock protein,Two-way ANOVA p value nitrate=3.28736115080867e-09; Two-way ANOVA p value lightordark=8.57111114014705e-05; Two-way ANOVA p value Interaction=0.000511848940254192; D-_avgLFQ=25.2745366096497; D+_avgLFQ=23.6082005500793; L-_avgLFQ=25.1018767356873; L+_avgLFQ=21.9454779624939; D-_D+(logFC)=1.6663360595704013; L-_L+(logFC)=3.1563987731933985,old_locus_tag,,,,,,,,,,
GF_00113,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_3419,WP_041933798.1,ref|YP_003888643.1| putative circadian clock protein KaiC [Cyanothece sp. PCC 7822],CT_D0=1.12235196253267; CT_D3=1.170123382; CT_L0=1.33846106760526; CT_L3=1.48865911641561,old_locus_tag,,,,,,,,,,
GF_00114,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_2207,WP_280990134.1,ref|YP_003887461.1| adenylylsulfate kinase [Cyanothece sp. PCC 7822],CT_D0=1.11065707253267; CT_D3=1.009562623; CT_L0=1.12785755760526; CT_L3=1.87151827441561,old_locus_tag,,,,,,,,,,
GF_00115,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_0103,WP_009543099.1,Ribose-5-phosphate isomerase A,Two-way ANOVA p value nitrate=1.33645705382713e-05; Two-way ANOVA p value lightordark=0.831304452893137; Two-way ANOVA p value Interaction=0.192258879382266; D-_avgLFQ=28.2971858978271; D+_avgLFQ=27.5811486244202; L-_avgLFQ=28.4442014694214; L+_avgLFQ=27.3791327476501; D-_D+(logFC)=0.7160372734068972; L-_L+(logFC)=1.0650687217713006,old_locus_tag,,,,,,,,,,
GF_00115,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_0018,WP_013320182.1,ref|YP_003885347.1| ribose 5-phosphate isomerase [Cyanothece sp. PCC 7822],CT_D0=1.28218955353267; CT_D3=1.12008543; CT_L0=1.30258062560526; CT_L3=1.41473991841561,old_locus_tag,,,,,,,,,,
GF_00118,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_1627,WP_013321725.1,ref|YP_003886893.1| phosphoenolpyruvate synthase [Cyanothece sp. PCC 7822],CT_D0=1.52651499553267; CT_D3=1.079693125; CT_L0=1.56412024360526; CT_L3=0.949267163415608,old_locus_tag,,,,,,,,,,
GF_00122,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_2840,WP_011612375.1,"Tery_2840 Alcohol dehydrogenase, zinc-binding [Trichodesmium erythraeum IMS101: NC_008312]",mean_relative_abundance=11.05; max=17.11@6h; min=8.173@23h; dynamic_range=8.936,old_locus_tag,Model-Supported,S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase,Other / unassigned,FOX-consistent support function (plausible rediscovery),137.0,0.5526315789473684,0.5534591194968553,159,159,False
GF_00122,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_1588,WP_009544393.1,S-(hydroxymethyl)glutathione dehydrogenase,Two-way ANOVA p value nitrate=1.47548566133536e-07; Two-way ANOVA p value lightordark=0.00102771553423783; Two-way ANOVA p value Interaction=0.0194022141179132; D-_avgLFQ=26.2785043716431; D+_avgLFQ=24.1456589698792; L-_avgLFQ=25.8585619926453; L+_avgLFQ=22.3140873908997; D-_D+(logFC)=2.1328454017638983; L-_L+(logFC)=3.5444746017455984,old_locus_tag,Model-Supported,S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase,Other / unassigned,FOX-consistent support function (plausible rediscovery),137.0,0.5526315789473684,0.5534591194968553,159,159,False
GF_00122,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R1946,WP_012408613.1,"Formaldehyde dehydrogenase (glutathione or Zn-dependend adh), plant defense, P and T",Log2 Ratio (Heterocyst/Filaments)=-2.605524571379509; Variability [%]=27.6760507985019; Peptide Pair Count=3;2 | Log2 Ratio (Heterocyst/Filaments)=-2.605524571379509; Variability [%]=27.6760507985019; Peptide Pair Count=3;2,old_locus_tag,Model-Supported,S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase,Other / unassigned,FOX-consistent support function (plausible rediscovery),137.0,0.5526315789473684,0.5534591194968553,159,159,False
GF_00123,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_0290,WP_007307443.1,30S ribosomal protein S21,Two-way ANOVA p value nitrate=0.106806554016193; Two-way ANOVA p value lightordark=0.177136092172339; Two-way ANOVA p value Interaction=0.814410943190036; D-_avgLFQ=29.0513129234314; D+_avgLFQ=29.3218770027161; L-_avgLFQ=28.7500715255737; L+_avgLFQ=29.1070051193237; D-_D+(logFC)=-0.27056407928469994; L-_L+(logFC)=-0.35693359375,old_locus_tag,,,,,,,,,,
GF_00125,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_1270,WP_009544095.1,ATP-dependent zinc metalloprotease FtsH,Two-way ANOVA p value nitrate=0.0178855180904347; Two-way ANOVA p value lightordark=0.63046357992577; Two-way ANOVA p value Interaction=0.155518728775393; D-_avgLFQ=27.3944754600525; D+_avgLFQ=27.1762580871582; L-_avgLFQ=27.7521529197693; L+_avgLFQ=26.9943385124207; D-_D+(logFC)=0.21821737289430132; L-_L+(logFC)=0.7578144073486008,old_locus_tag,Model-Supported,ATP-dependent zinc metalloprotease FtsH2,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),39.0,0.7627591706539075,0.3095238095238095,42,42,False
GF_00125,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_0379,WP_013320534.1,ref|YP_003885699.1| ATP-dependent metalloprotease FtsH [Cyanothece sp. PCC 7822],CT_D0=1.27466167853267; CT_D3=1.599619864; CT_L0=1.19612491060526; CT_L3=1.04918907441561,old_locus_tag,Model-Supported,ATP-dependent zinc metalloprotease FtsH2,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),39.0,0.7627591706539075,0.3095238095238095,42,42,False
GF_00136,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_3812,WP_011613187.1,Tery_3812 chlB ferredoxin protochlorophyllide reductase subunit B (EC 1.3.7.7) [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=13.11; max=20.55@13h; min=5.141@4h; dynamic_range=15.41,old_locus_tag,Model-Supported,ferredoxin:protochlorophyllide reductase (ATP-dependent) subunit B,O2 protection & redox homeostasis,FOX-consistent support function (plausible rediscovery),469.0,0.1770334928229665,0.4243697478991596,238,238,False
